Vendedor_Responsavel,total_vendas,total_comissao,carros_vendidos
MRS. DEANNA DELEON PHD,34601.0,1932.88,1
MRS. DEBBIE PACHECO,34858.0,3358.74,1
MRS. DEBBIE PENNINGTON,42465.0,2316.65,1
MRS. DEBORAH BRYANT,15571.0,1526.0,1
MRS. DEBORAH FRENCH,10118.0,1393.07,1
MRS. DEBORAH GONZALEZ DDS,14955.0,1877.91,1
MRS. DEBRA GARCIA,41754.0,3938.54,1
MRS. DEBRA HICKS,29397.0,2990.01,1
MRS. DEBRA HUNT,42603.0,5246.78,1
MRS. DEBRA MARTINEZ,80108.0,4482.79,2
MRS. DEBRA MURPHY,44093.0,4109.81,1
MRS. DENISE CONLEY,24963.0,3723.14,1
MRS. DENISE LAWRENCE MD,13660.0,962.84,1
MRS. DENISE MILLER DVM,32153.0,2098.89,1
MRS. DESIREE GARCIA,44439.0,6443.89,1
MRS. DIAMOND BRADLEY DVM,13673.0,1221.58,1
MRS. DIANA CAMPBELL,22229.0,1348.92,1
MRS. DIANA MANNING,48434.0,3207.85,1
MRS. DIANA WALLACE,45202.0,5888.3,1
MRS. DIANE JONES,37291.0,4979.66,1
MRS. DONNA MANN,18047.0,1397.17,1
MRS. DONNA MCINTOSH,10849.0,1134.66,1
MRS. DONNA MUELLER,20429.0,2299.58,1
MRS. EILEEN WILLIAMS,41205.0,4528.93,1
MRS. ELAINE MCCORMICK,32153.0,4259.23,1
MRS. ELIZABETH CURRY,41886.0,4310.4,1
MRS. ELIZABETH GUTIERREZ,26085.0,2294.6,1
MRS. ELIZABETH HART,34579.0,2671.34,1
MRS. ELIZABETH NGUYEN,25592.0,2715.78,1
MRS. ELIZABETH ORTIZ,22361.0,1632.19,1
MRS. ELIZABETH SMITH,21930.0,2753.48,1
MRS. ELIZABETH STONE MD,19914.0,2700.58,1
MRS. ELIZABETH WARD,24668.0,1903.01,1
MRS. ELLEN MILLER DDS,17376.0,1392.5,1
MRS. EMILY ANDERSEN,15949.0,2254.62,1
MRS. EMILY BRIGGS,46513.0,5840.87,1
MRS. EMILY DURHAM,23430.0,3337.52,1
MRS. EMILY FOX,48365.0,2533.42,1
MRS. EMILY GOODWIN,33675.0,2173.29,1
MRS. EMILY PAGE,18763.0,1690.68,1
MRS. EMILY PAUL,25397.0,2275.76,1
MRS. EMILY SULLIVAN,20742.0,1888.85,1
MRS. ERIKA CAREY,40554.0,3624.24,1
MRS. ERIKA ERICKSON,43733.0,3782.16,1
MRS. ERIN DAVIS,20585.0,2423.75,1
MRS. ERIN WALLACE,36072.0,2336.73,1
MRS. EVELYN CHANG DDS,26841.0,2590.51,1
MRS. FELICIA CLARK,12773.0,1882.45,1
MRS. FELICIA WILLIAMS,30261.0,4271.93,1
MRS. FRANCES LOPEZ,47840.0,4803.76,1
MRS. GINA CUNNINGHAM,37768.0,4609.24,1
MRS. GINA SHAW PHD,38505.0,2779.29,1
MRS. GLENDA THOMPSON,46510.0,5995.95,1
MRS. GWENDOLYN MOORE,35287.0,4362.37,1
MRS. HALEY COOK,27747.0,3993.72,1
MRS. HALEY MILLER MD,46267.0,3150.39,1
MRS. HANNAH CHANDLER DDS,34167.0,3962.4,1
MRS. HANNAH WELCH,28214.0,4007.98,1
MRS. HEATHER BLACK,48154.0,7037.72,1
MRS. HEATHER COX,25961.0,2899.85,1
MRS. HEATHER DUNCAN,31809.0,3048.4,1
MRS. HEATHER GOODMAN,38574.0,3746.31,1
MRS. HEATHER MURPHY,36945.0,4509.93,1
MRS. HEATHER PATTERSON,45602.0,6632.64,1
MRS. HEATHER SCOTT,20661.0,2292.64,1
MRS. HEATHER WILLIAMS,22047.0,3174.97,1
MRS. HEATHER YOUNG,33669.0,3450.39,1
MRS. HEIDI HOLMES,10240.0,1390.34,1
MRS. HEIDI JONES MD,10274.0,600.46,1
MRS. HEIDI RUSSELL,23288.0,2558.69,1
MRS. HOLLY GARZA,11355.0,588.64,1
MRS. HOLLY GRANT,33846.0,2966.43,1
MRS. HOLLY STONE,15839.0,1866.54,1
MRS. ISABELLA WILSON,32279.0,2972.28,1
MRS. JACQUELINE ADAMS,27954.0,3536.51,1
MRS. JACQUELINE JOHNSON,22571.0,1575.35,1
MRS. JACQUELINE PRATT,27956.0,4023.47,1
MRS. JACQUELINE WALLACE MD,10630.0,1482.19,1
MRS. JADE THOMAS DDS,37366.0,2638.82,1
MRS. JAIME GOMEZ,25531.0,2561.15,1
MRS. JAIME LINDSEY,40172.0,5705.16,1
MRS. JAMIE HENDERSON,46572.0,3657.56,1
MRS. JAMIE NEWMAN,26706.0,3511.0,1
MRS. JANE FREEMAN,46640.0,3640.83,1
MRS. JANE PHELPS,31659.0,2374.57,1
MRS. JANET HOUSTON,12181.0,625.43,1
MRS. JANICE MANN,27631.0,1541.15,1
MRS. JANICE PERRY,25315.0,2537.18,1
MRS. JASMINE HUDSON,16572.0,1309.87,1
MRS. JASMINE MEYERS DVM,16156.0,2067.83,1
MRS. JASMINE YANG,47719.0,6570.74,1
MRS. JEAN PEARSON MD,39079.0,2574.37,1
MRS. JEANETTE KEY,13376.0,1028.74,1
MRS. JEANETTE WILLIAMS,34454.0,3778.74,1
MRS. JENNA JONES,13828.0,909.16,1
MRS. JENNIFER ALLISON,39263.0,3460.64,1
MRS. JENNIFER BROOKS,36284.0,3126.19,1
MRS. JENNIFER BROWN,37047.0,2721.28,1
MRS. JENNIFER CANTRELL,19628.0,1592.27,1
MRS. JENNIFER CHAN,46697.0,6938.83,1
MRS. JENNIFER COOPER,30252.0,2279.04,1
MRS. JENNIFER FISCHER,32953.0,3434.9,1
MRS. JENNIFER FLEMING,37293.0,4265.91,1
MRS. JENNIFER GRAY,37492.0,4797.69,1
MRS. JENNIFER HERNANDEZ,26892.0,2902.73,1
MRS. JENNIFER HURLEY,18507.0,1794.35,1
MRS. JENNIFER LANE,23431.0,1607.23,1
MRS. JENNIFER LEWIS,18763.0,2750.25,1
MRS. JENNIFER MITCHELL,20573.0,1112.51,1
MRS. JENNIFER MORROW,48879.0,4057.23,1
MRS. JENNIFER PAGE,21350.0,2206.27,1
MRS. JENNIFER PITTMAN,35760.0,4677.49,1
MRS. JENNIFER RODRIGUEZ,22000.0,3202.92,1
MRS. JENNIFER ROJAS,44013.0,4073.26,1
MRS. JENNIFER SALAZAR,38813.0,3266.7,1
MRS. JENNIFER WILCOX,46420.0,4286.02,1
MRS. JENNIFER WILLIAMS,34313.0,3051.06,1
MRS. JENNIFER WISE,17791.0,2462.99,1
MRS. JENNIFER WOOD MD,40058.0,5371.18,1
MRS. JENNY BAKER,43410.0,2812.32,1
MRS. JESSICA BENNETT,48562.0,2783.56,1
MRS. JESSICA CHAVEZ,12900.0,728.67,1
MRS. JESSICA CHEN,12231.0,1691.35,1
MRS. JESSICA DELACRUZ DVM,33173.0,4435.58,1
MRS. JESSICA FARMER MD,38558.0,5707.25,1
MRS. JESSICA FRAZIER,38786.0,4027.41,1
MRS. JESSICA HAMILTON,43441.0,5890.0,1
MRS. JESSICA HART,20412.0,2041.71,1
MRS. JESSICA MOORE,12841.0,1468.32,1
MRS. JESSICA MORENO MD,42831.0,5121.86,1
MRS. JESSICA RODRIGUEZ,19842.0,2662.58,1
MRS. JESSICA STONE MD,30748.0,2480.07,1
MRS. JESSICA VALENZUELA MD,15651.0,2273.93,1
MRS. JESSICA VAZQUEZ,15367.0,2152.52,1
MRS. JILL BARRON,41500.0,3057.63,1
MRS. JILL CARROLL,47013.0,6166.83,1
MRS. JILL HARVEY,39801.0,5793.32,1
MRS. JILL MILLER,27205.0,2107.51,1
MRS. JILL THOMPSON,31646.0,2983.0,1
MRS. JILL WALTER,39783.0,3434.39,1
MRS. JOAN MORRIS,36487.0,3432.37,1
MRS. JOANN LAWRENCE DDS,41238.0,4780.03,1
MRS. JOANNA WHEELER,23898.0,2195.89,1
MRS. JODI CARLSON,31610.0,2633.89,1
MRS. JODY MORGAN PHD,29322.0,1921.76,1
MRS. JORDAN OWEN,40036.0,3520.46,1
MRS. JOY HAMMOND,15164.0,1953.64,1
MRS. JOYCE CROSS PHD,39977.0,2961.92,1
MRS. JOYCE TERRY,44284.0,2767.45,1
MRS. JULIA RODRIGUEZ,14381.0,2029.21,1
MRS. JULIE AGUILAR,32403.0,4116.57,1
MRS. JULIE LARA,14615.0,1772.44,1
MRS. JULIE LUCAS,34371.0,4128.12,1
MRS. JULIE PATTERSON,24106.0,2080.77,1
MRS. KAITLYN JACKSON,27515.0,3680.84,1
MRS. KARA DAVIS,21383.0,2734.27,1
MRS. KARA DEAN,16314.0,1492.91,1
MRS. KARA HARRIS MD,15562.0,1656.56,1
MRS. KAREN BURNS,10419.0,1260.45,1
MRS. KAREN EVANS,47248.0,3780.69,1
MRS. KAREN HERNANDEZ,19224.0,2617.68,1
MRS. KAREN OLIVER MD,36575.0,4263.99,1
MRS. KAREN SCHROEDER MD,10445.0,1276.93,1
MRS. KAREN STEWART,18014.0,1376.69,1
MRS. KAREN TAYLOR,11116.0,1011.18,1
MRS. KARI HARRIS,27329.0,2987.08,1
MRS. KARI MIDDLETON MD,15333.0,1750.77,1
MRS. KARLA ZHANG MD,33008.0,4070.19,1
MRS. KATHERINE ANDERSON DVM,39924.0,4504.87,1
MRS. KATHERINE KENT,12260.0,1788.75,1
MRS. KATHERINE LARSON,45533.0,3476.12,1
MRS. KATHERINE MURRAY MD,18769.0,1844.13,1
MRS. KATHERINE TAYLOR MD,27050.0,3263.85,1
MRS. KATHERINE WILLIAMS DDS,40294.0,3265.6,1
MRS. KATHLEEN BUTLER,22525.0,3275.74,1
MRS. KATHLEEN COOLEY,20057.0,2904.43,1
MRS. KATHLEEN HIGGINS,46492.0,4369.79,1
MRS. KATHLEEN JACKSON,29091.0,2780.23,1
MRS. KATHLEEN ROMERO,45746.0,5528.86,1
MRS. KATHLEEN SMITH,50390.0,6410.25,2
MRS. KATHLEEN TORRES,37547.0,3810.79,2
MRS. KATHRYN JONES DDS,45448.0,6177.49,1
MRS. KATHRYN MITCHELL,40262.0,5741.35,1
MRS. KATHRYN RIGGS,41130.0,5900.38,1
MRS. KATHY PALMER,11096.0,1637.99,1
MRS. KATHY SMITH,49153.0,3975.07,1
MRS. KATIE ADKINS,43131.0,3144.31,1
MRS. KATIE BARTON DDS,18468.0,1176.67,1
MRS. KATIE CHERRY,36118.0,4774.6,1
MRS. KATIE THOMPSON,11260.0,1465.25,1
MRS. KATRINA JONES MD,44558.0,5966.88,1
MRS. KAYLA HILL,28274.0,1621.64,1
MRS. KAYLA NASH,43739.0,2221.53,1
MRS. KAYLA STEVENS,17543.0,1943.49,1
MRS. KAYLA WATERS,16273.0,1252.36,1
MRS. KELLIE CHRISTIAN DVM,20380.0,2865.36,1
MRS. KELLY CARR,48505.0,5796.84,1
MRS. KELLY CLARK,44358.0,2322.83,1
MRS. KELLY KLINE,24537.0,2457.8,1
MRS. KELLY LOPEZ,42809.0,5534.84,1
MRS. KELSEY MURILLO,38898.0,4477.48,1
MRS. KELSEY THORNTON,43258.0,4717.67,1
MRS. KENDRA ROBINSON MD,49695.0,6228.55,1
MRS. KENDRA STOKES MD,12975.0,878.16,1
MRS. KENDRA VAUGHN,38692.0,2443.93,1
MRS. KIM BYRD,31944.0,3246.1,1
MRS. KIM DELACRUZ,30416.0,3693.6,1
MRS. KIM MOORE,20957.0,2854.62,1
MRS. KIM WAGNER,39697.0,2123.55,1
MRS. KIMBERLY BARRY,14579.0,920.09,1
MRS. KIMBERLY CHEN,21470.0,1205.73,1
MRS. KIMBERLY ESTRADA,35933.0,5157.02,1
MRS. KIMBERLY ODONNELL,13942.0,1547.43,1
MRS. KIMBERLY PACHECO,38650.0,4382.71,1
MRS. KIMBERLY STRONG PHD,37597.0,2427.67,1
MRS. KRISTA HUGHES,45673.0,5478.99,1
MRS. KRISTA PEREZ MD,35337.0,5296.59,1
MRS. KRISTIN DIXON,20852.0,1816.58,1
MRS. KRISTIN FIGUEROA,45309.0,5753.6,1
MRS. KRISTINA ANDREWS,21306.0,1677.05,1
MRS. KRISTINA HANSEN,16407.0,1509.28,1
MRS. KRISTINE GROSS MD,20426.0,3045.84,1
MRS. KRISTY MAY,18962.0,1484.97,1
MRS. KRISTY MURPHY,21135.0,2680.55,1
MRS. LATASHA DAVIS,46646.0,4438.21,1
MRS. LATOYA CASE,41338.0,2603.85,1
MRS. LATOYA FOWLER,46544.0,5016.15,1
MRS. LAURA BARNETT,33530.0,4750.03,1
MRS. LAURA COLEMAN DDS,48552.0,2588.83,1
MRS. LAURA GOMEZ,38725.0,3983.39,1
MRS. LAURA MCDONALD,13245.0,850.18,1
MRS. LAURA PERKINS MD,40958.0,4272.45,1
MRS. LAURA RAMIREZ MD,46822.0,4177.94,1
MRS. LAURA RICE,16191.0,1828.35,1
MRS. LAURA STEVENS,26830.0,3717.9,1
MRS. LAURA STRONG MD,27493.0,2797.18,1
MRS. LAURA WALTERS,15113.0,811.89,1
MRS. LAUREN CARTER,36927.0,4420.01,1
MRS. LAUREN CLARK,33204.0,2873.67,1
MRS. LAUREN COOK,33756.0,2417.13,1
MRS. LAUREN ELLIOTT DVM,45759.0,3955.12,1
MRS. LAURIE JOHNSON,15535.0,2047.21,1
MRS. LESLIE DUNCAN,22392.0,2992.83,1
MRS. LESLIE GARCIA,15414.0,1685.86,1
MRS. LESLIE JACKSON DVM,36810.0,5164.92,1
MRS. LESLIE JOHNSON DDS,38573.0,3675.79,1
MRS. LINDA ALVAREZ,27637.0,3281.2,1
MRS. LINDA BARNETT,16737.0,2298.93,1
MRS. LINDA BRADY,39303.0,3684.87,1
MRS. LINDA EVANS,31723.0,4559.27,1
MRS. LINDA MACDONALD,45624.0,4764.1,1
MRS. LINDSAY BROOKS MD,19389.0,2282.78,1
MRS. LINDSAY MARTIN,33360.0,3147.15,1
MRS. LINDSAY MOORE,32103.0,3565.6,1
MRS. LINDSEY BROOKS,20234.0,1792.14,1
MRS. LINDSEY WILLIAMS MD,32554.0,4459.74,1
MRS. LISA BAKER MD,15668.0,2229.0,1
MRS. LISA CHAMBERS,27394.0,3931.63,1
MRS. LISA CONLEY,49523.0,4367.74,1
MRS. LISA DECKER,21595.0,1674.52,1
MRS. LISA HALE,26190.0,2409.17,1
MRS. LISA JACKSON,16358.0,2326.74,1
MRS. LISA RAMSEY,25861.0,2623.89,1
MRS. LISA WONG DDS,26015.0,1449.58,1
MRS. LORI BAKER,32265.0,2263.83,1
MRS. LORI CARRILLO,35607.0,5111.02,1
MRS. LORI ROBERTSON,25121.0,1308.42,1
MRS. LORRAINE DOUGLAS DVM,44489.0,3553.23,1
MRS. LORRAINE FRANK,11326.0,670.7,1
MRS. LYNN HATFIELD,21502.0,1312.35,1
MRS. MACKENZIE HARRISON,38053.0,2627.39,1
MRS. MADELINE JONES,11530.0,1061.33,1
MRS. MARGARET ALLEN,26666.0,2366.91,1
MRS. MARGARET BURTON MD,37344.0,2983.55,1
MRS. MARGARET JAMES,38951.0,5678.73,1
MRS. MARGARET MILLER,19183.0,1062.31,1
MRS. MARIA COLEMAN,11359.0,1308.93,1
MRS. MARIA MORENO,40313.0,3961.84,1
MRS. MARIA NOLAN,31518.0,3380.6,1
MRS. MARIA WATERS MD,40578.0,4389.45,1
MRS. MARIE BROWN,19470.0,1951.29,1
MRS. MARTHA GREEN,13373.0,973.76,1
MRS. MARTHA RICHARDSON,10920.0,1605.05,1
MRS. MARTHA WRIGHT,18267.0,1556.89,1
MRS. MARY ALLEN,18889.0,2111.32,1
MRS. MARY BARRON,38917.0,5024.2,1
MRS. MARY FISCHER MD,38054.0,5017.91,1
MRS. MARY GAINES,45963.0,2877.7,1
MRS. MARY HENDERSON,35546.0,2664.52,1
MRS. MARY KEITH,29797.0,4144.63,1
MRS. MARY REED,31315.0,3841.45,1
MRS. MARY RICHARDSON,26032.0,2416.55,1
MRS. MARY ROBINSON,28501.0,1546.04,1
MRS. MARY SULLIVAN,13476.0,678.87,1
MRS. MARY ZIMMERMAN,17326.0,1652.96,1
MRS. MEGAN JONES,27442.0,2754.45,1
MRS. MEGAN MARTINEZ,48684.0,4120.65,1
MRS. MEGAN MAYS,34976.0,2840.94,1
MRS. MEGAN MOORE MD,22872.0,2102.64,1
MRS. MEGAN PETERSON,33871.0,2761.54,1
MRS. MEGAN PETERSON DDS,42685.0,5833.13,1
MRS. MEGAN SIMPSON MD,38493.0,2962.11,1
MRS. MEGAN SMITH,10931.0,1113.57,1
MRS. MEGAN WILLIAMS,39468.0,4048.33,1
MRS. MEGHAN ROBERTS,40790.0,5111.98,1
MRS. MELANIE BROWN,44734.0,5575.51,1
MRS. MELANIE GRAY,23772.0,3022.29,1
MRS. MELANIE HICKS DDS,12495.0,1336.96,1
MRS. MELANIE REYES,16134.0,1752.52,1
MRS. MELANIE RODRIGUEZ,29495.0,2812.42,1
MRS. MELANIE YANG,30476.0,4351.12,1
MRS. MELINDA CASTRO MD,20621.0,1495.56,1
MRS. MELINDA ROBERTSON,32836.0,2789.77,1
MRS. MELISSA FLETCHER,23403.0,1283.0,1
MRS. MELISSA LANG,14288.0,1956.46,1
MRS. MELISSA VAZQUEZ,33084.0,3191.65,1
MRS. MELISSA WILSON,43795.0,5641.14,1
MRS. MEREDITH CAMPBELL MD,36517.0,3912.9,1
MRS. MICHAELA SINGH,43860.0,2727.34,1
MRS. MICHELE GARRISON,34026.0,3889.96,1
MRS. MICHELE HILL,48412.0,5850.03,1
MRS. MICHELE LEWIS,12157.0,1194.2,1
MRS. MICHELLE AGUILAR,35610.0,4174.86,1
MRS. MICHELLE BLACKWELL DVM,36833.0,4295.36,1
MRS. MICHELLE BRYAN,37733.0,1922.77,1
MRS. MICHELLE COLE,19316.0,2811.99,1
MRS. MICHELLE HAYDEN,16602.0,1219.09,1
MRS. MICHELLE HERNANDEZ,39205.0,3393.07,1
MRS. MICHELLE MACK,36231.0,4480.5,1
MRS. MICHELLE MOORE,42785.0,2222.76,1
MRS. MICHELLE RICH MD,32814.0,2132.85,1
MRS. MICHELLE RICHARDSON,31753.0,2912.3,1
MRS. MICHELLE SIMMONS MD,20018.0,2834.54,1
MRS. MICHELLE TODD,20763.0,2358.25,1
MRS. MICHELLE WALKER MD,18857.0,1519.3,1
MRS. MICHELLE WATERS,30274.0,3889.53,1
MRS. MICHELLE WELLS,27527.0,3566.0,1
MRS. MIRANDA BROWN,27011.0,4029.96,1
MRS. MIRANDA FARLEY,37727.0,3367.9,1
MRS. MISTY DELACRUZ,16482.0,1926.72,1
MRS. MOLLY BRADLEY,37526.0,3046.63,1
MRS. MONICA GREENE,44095.0,2567.93,1
MRS. MONICA JIMENEZ,41284.0,2740.74,1
MRS. MORGAN BEST MD,30586.0,2730.69,1
MRS. NANCY GOLDEN,47939.0,2404.47,1
MRS. NANCY LEWIS,12771.0,1868.12,1
MRS. NANCY NORTON,46080.0,6846.89,1
MRS. NANCY RAYMOND,35222.0,4517.95,1
MRS. NANCY WALL,15879.0,1586.56,1
MRS. NATALIE SANCHEZ MD,48056.0,2427.78,1
MRS. NATASHA BAILEY,37922.0,5087.67,1
MRS. NICOLE CHASE,17142.0,2028.78,1
MRS. NICOLE GARCIA,45098.0,6421.22,1
MRS. NICOLE LARA,36781.0,3671.64,1
MRS. NICOLE MANNING,48499.0,4596.16,1
MRS. NICOLE SMITH,47983.0,6726.22,1
MRS. OLIVIA MATTHEWS,27119.0,2465.72,1
MRS. OLIVIA RIVERA,49723.0,3222.38,1
MRS. PAMELA BURNETT,12242.0,1583.65,1
MRS. PAMELA COOKE DVM,15154.0,1630.1,1
MRS. PAMELA GIBBS,31744.0,2011.33,1
MRS. PAMELA HUDSON,17689.0,1412.9,1
MRS. PAMELA HUFF DDS,38064.0,2084.88,1
MRS. PAMELA KELLEY,25806.0,2941.94,1
MRS. PAMELA REID,38856.0,4211.43,1
MRS. PATRICIA BRADY MD,28964.0,3713.55,1
MRS. PATRICIA CRAWFORD,26817.0,3394.41,1
MRS. PATRICIA GARZA,14711.0,1257.51,1
MRS. PATRICIA MACDONALD,34865.0,5044.27,1
MRS. PATRICIA MCMILLAN DDS,47255.0,4695.85,1
MRS. PATRICIA WEST MD,41998.0,4737.82,1
MRS. PATTY GRIFFIN,31097.0,1954.41,1
MRS. PAULA ARNOLD,10864.0,1401.3,1
MRS. PAULA DAVIS,21512.0,1729.34,1
MRS. PAULA GONZALEZ,35782.0,3134.81,1
MRS. PEGGY MORALES,30991.0,1752.93,1
MRS. PENNY WILLIAMSON DDS,33262.0,4462.67,1
MRS. RACHAEL CHANDLER,11877.0,964.45,1
MRS. RACHEL BAKER DDS,18695.0,1868.28,1
MRS. RACHEL BLACKWELL,49956.0,5803.51,1
MRS. RACHEL BURNS,20668.0,2675.7,1
MRS. RACHEL DOUGLAS,29821.0,4179.74,1
MRS. RACHEL GRIMES,41746.0,3414.18,1
MRS. RACHEL GUTIERREZ DVM,15269.0,2152.78,1
MRS. RACHEL RASMUSSEN,21747.0,2481.09,1
MRS. RACHEL SULLIVAN,39152.0,2041.93,1
MRS. RACHEL WAGNER,14199.0,1031.65,1
MRS. RAVEN CHANDLER,10872.0,678.51,1
MRS. REBECCA GRAY,35552.0,3655.6,1
MRS. REBECCA HILL,32651.0,4866.71,1
MRS. REBECCA KING,45522.0,2551.27,1
MRS. REBECCA LOWE,28496.0,4089.67,1
MRS. REBECCA THOMPSON,39562.0,4666.14,1
MRS. REBEKAH HINES MD,14213.0,2052.27,1
MRS. REBEKAH MOORE,42645.0,4613.65,1
MRS. REGINA BUTLER MD,39733.0,3559.54,1
MRS. REGINA GARCIA,30844.0,4466.99,1
MRS. REGINA WALKER,35800.0,2167.62,1
MRS. RHONDA GALVAN MD,18651.0,1398.97,1
MRS. RHONDA GRIFFIN DDS,46073.0,5421.18,1
MRS. RHONDA SERRANO,40658.0,5457.63,1
MRS. ROBIN CASTILLO MD,19548.0,1677.53,1
MRS. ROBIN COMBS,16194.0,1493.65,1
MRS. ROBIN HERNANDEZ,38426.0,5672.83,1
MRS. ROBIN MERRITT DDS,15442.0,1475.78,1
MRS. ROBIN MORGAN MD,12958.0,1766.02,1
MRS. ROBIN THOMPSON,34901.0,2525.64,1
MRS. ROSE CARTER,40867.0,4599.07,1
MRS. ROSE CRUZ DVM,11831.0,964.91,1
MRS. ROSE FRIEDMAN,47731.0,3597.23,1
MRS. ROSE MARTIN MD,44390.0,3962.08,1
MRS. ROSE SPENCER,31301.0,2954.27,1
MRS. RUTH STANLEY MD,24760.0,2500.6,1
MRS. SAMANTHA BRUCE,47464.0,4765.78,1
MRS. SAMANTHA COFFEY MD,48556.0,4347.42,1
MRS. SAMANTHA COLE,21130.0,1088.14,1
MRS. SAMANTHA COLEMAN,10496.0,1024.64,1
MRS. SAMANTHA GARRETT MD,23042.0,3090.76,1
MRS. SAMANTHA GRAY MD,30810.0,4080.6,1
MRS. SAMANTHA LIU MD,47792.0,6650.35,1
MRS. SAMANTHA PECK,49674.0,4986.77,1
MRS. SAMANTHA PRICE,26600.0,1616.19,1
MRS. SAMANTHA ROGERS MD,44353.0,4295.16,1
MRS. SAMANTHA SHARP DDS,42782.0,2961.12,1
MRS. SAMANTHA WELLS,16871.0,1259.82,1
MRS. SANDRA HARPER,34875.0,4849.81,1
MRS. SANDRA THOMPSON,10865.0,681.03,1
MRS. SARA BAILEY,12632.0,1028.41,1
MRS. SARA HUTCHINSON DDS,46392.0,4343.82,1
MRS. SARA MCCORMICK,48902.0,2611.58,1
MRS. SARA PENNINGTON,43613.0,3302.67,1
MRS. SARA PEREZ,42620.0,4798.58,1
MRS. SARAH BREWER,41768.0,3892.02,1
MRS. SARAH DAVENPORT,31460.0,3756.32,1
MRS. SARAH ELLIS,47957.0,6209.39,1
MRS. SARAH GLOVER,21687.0,1584.11,1
MRS. SARAH JAMES,14017.0,1048.62,1
MRS. SARAH MALDONADO,33018.0,2524.97,1
MRS. SARAH MCKNIGHT DVM,47724.0,5645.98,1
MRS. SARAH NELSON,19795.0,2546.15,1
MRS. SARAH PALMER,34356.0,1807.51,1
MRS. SARAH REESE,48553.0,3268.07,1
MRS. SARAH WALKER,34759.0,4900.76,1
MRS. SHANNON CALDWELL,37058.0,4963.36,1
MRS. SHANNON DICKERSON,22449.0,3154.13,1
MRS. SHANNON DOYLE,19530.0,2260.29,1
MRS. SHANNON FRAZIER DVM,35908.0,2317.02,1
MRS. SHANNON KEMP,49399.0,4996.6,1
MRS. SHANNON LITTLE,46211.0,5930.38,1
MRS. SHANNON MARTIN MD,21805.0,3105.0,1
MRS. SHANNON PERKINS,30357.0,2158.41,1
MRS. SHANNON WILLIAMS,23036.0,2902.97,1
MRS. SHARON DICKERSON MD,38638.0,5124.34,1
MRS. SHARON ROBINSON,39121.0,4286.97,1
MRS. SHARON STANLEY,20933.0,2838.64,1
MRS. SHARON THOMPSON,43201.0,3547.96,1
MRS. SHARON YANG DVM,44979.0,2563.17,1
MRS. SHEILA ELLISON,22732.0,2597.41,1
MRS. SHELBY PEREZ,12879.0,1369.49,1
MRS. SHERI HUNT DDS,25799.0,3302.21,1
MRS. SHERRI DRAKE DDS,44754.0,5075.69,1
MRS. SHERRI DURAN,27395.0,2263.61,1
MRS. SHERRY DAVIS,40379.0,2667.5,1
MRS. SHIRLEY ALVAREZ DDS,22002.0,2620.8,1
MRS. SIERRA BRYANT,22821.0,2430.35,1
MRS. SIERRA MAXWELL,24692.0,1323.9,1
MRS. SONYA HAYNES,16425.0,1973.31,1
MRS. STACEY BARNES,22674.0,2258.5,1
MRS. STACEY BROCK,26220.0,3099.65,1
MRS. STACEY COLON,38127.0,4034.84,1
MRS. STACEY FOWLER,47985.0,5525.98,1
MRS. STACEY MEDINA,10107.0,935.85,1
MRS. STACEY SPENCER DDS,33277.0,3402.87,1
MRS. STACIE CURTIS,23414.0,2100.52,1
MRS. STACY HUGHES DVM,39908.0,4204.39,1
MRS. STEFANIE HERMAN,38101.0,2520.08,1
MRS. STEPHANIE BERRY,36658.0,4084.98,1
MRS. STEPHANIE CHANDLER,13885.0,1075.96,1
MRS. STEPHANIE FERNANDEZ,42959.0,5035.72,1
MRS. STEPHANIE HARDIN DDS,11555.0,1430.12,1
MRS. STEPHANIE JAMES,15361.0,1486.07,1
MRS. STEPHANIE KEITH,46147.0,2330.38,1
MRS. STEPHANIE MCGEE,17297.0,2453.09,1
MRS. STEPHANIE STRICKLAND PHD,31770.0,2788.18,1
MRS. STEPHANIE WILLIAMS,20903.0,1924.44,1
MRS. STEPHANIE WILSON,33702.0,2150.26,1
MRS. SUSAN ADAMS,29699.0,3817.85,1
MRS. SUSAN BOWEN,13759.0,699.04,1
MRS. SUSAN DAVIS,41274.0,5202.38,1
MRS. SUSAN FERGUSON,20424.0,1139.42,1
MRS. SUSAN FLEMING DDS,33281.0,3442.42,1
MRS. SUSAN GLENN MD,21859.0,2610.24,1
MRS. SUSAN JOHNSON,15033.0,1876.67,1
MRS. SUSAN MATTHEWS,45484.0,2527.64,1
MRS. SUSAN WALKER PHD,17239.0,1059.15,1
MRS. SUZANNE HANSEN,12082.0,1140.98,1
MRS. SYDNEY HERNANDEZ,38969.0,4780.65,1
MRS. SYDNEY HOGAN,13800.0,830.72,1
MRS. SYDNEY LOPEZ DDS,36729.0,1992.34,1
MRS. TABITHA PUGH,12359.0,852.77,1
MRS. TAMARA EDWARDS,37449.0,3051.8,1
MRS. TAMARA HERNANDEZ,11710.0,1666.25,1
MRS. TAMARA RAMIREZ DDS,26854.0,1933.81,1
MRS. TAMI WHITEHEAD,12426.0,1159.24,1
MRS. TAMMY GONZALEZ,21003.0,2521.14,1
MRS. TAMMY HESS,29932.0,1684.41,1
MRS. TAMMY HOLLAND MD,10050.0,1485.77,1
